subject,RT,minnms,baselinenms,minretinalslip,baselineretinalslip,immobduration,immobmsamplitude,lastmstime,lastmsamplitude,contrast,eccentricity,mspresent,earlymspresent,latemspresent,blinkpresent,nblinks,session,trial
6,8.485,0,5,NaN,16.6028368794326,2.349,0.142613207525852,2.349,0.142613207525852,1,2,1,0,1,0,0,3,5
6,7.774,1.42857142857143,5,NaN,17.8888888888889,0.669,0.128194287348814,0.669,0.128194287348814,1,2,1,1,1,0,0,3,6
6,2.723,1.42857142857143,1,NaN,18.5625,0.914,0.0617154973028301,0.914,0.0617154973028301,1,2,1,1,1,0,0,3,8
6,4.317,1.42857142857143,2,NaN,18,0.358,0.0506541169666084,0.358,0.0506541169666084,1,2,1,0,1,0,0,3,10
6,4.702,1.42857142857143,1,NaN,18.2777777777778,0.867,0.140508019920243,0.867,0.140508019920243,1,2,1,0,1,0,0,3,11
6,5.152,0,3,NaN,17.7848101265823,2.868,0.112805065041576,2.868,0.112805065041576,1,2,1,0,1,0,0,3,13
6,3.258,0,4,NaN,18.7317073170732,1.499,0.0527311371244032,1.499,0.0527311371244032,1,2,1,1,1,0,0,3,14
6,3.288,0,0,NaN,18.9130434782609,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,3,15
6,2.908,0,3,NaN,18.3823529411765,1.733,0.142591756450478,1.733,0.142591756450478,1,2,1,0,1,0,0,3,16
6,3.468,2.85714285714286,4,NaN,19.1818181818182,0.362,0.383051400764382,0.362,0.383051400764382,1,2,1,1,1,0,0,3,17
6,2.987,0,2,NaN,20,1.371,0.0719087619137288,1.371,0.0719087619137288,1,2,1,0,1,0,0,3,19
6,3.907,0,1,NaN,19.5090909090909,1.093,0.199283954489187,1.093,0.199283954489187,1,2,1,0,1,0,0,3,21
6,3.753,0,1,NaN,20.25,3.063,0.112218313776776,3.063,0.112218313776776,1,2,1,0,1,0,0,3,22
6,7.969,0,5,NaN,20.8939393939394,1.031,0.0613549728647728,1.031,0.0613549728647728,1,2,1,1,1,0,0,3,23
6,5.77,1.42857142857143,3,NaN,20.445652173913,0.844,0.0981454093176808,0.844,0.0981454093176808,1,2,1,0,1,0,0,3,24
6,6.487,0,5,NaN,21.504854368932,2.726,0.087544434836288,2.726,0.087544434836288,1,2,1,1,1,0,0,3,25
6,3.538,0,2,NaN,21.86,1.997,0.0634879125275703,1.997,0.0634879125275703,1,2,1,1,1,0,0,3,26
6,4.79,0,4,NaN,20.1369863013699,3.684,0.102211353441873,3.684,0.102211353441873,1,2,1,1,1,0,0,3,27
6,3.24,2.85714285714286,3,NaN,22.5,0.382,0.123303508733633,0.382,0.123303508733633,1,2,1,1,1,0,0,3,31
6,6.257,0,2,NaN,22.8557692307692,3.787,0.443080456310276,3.787,0.443080456310276,1,2,1,1,1,0,0,3,32
6,4.652,0,4,NaN,20.6478873239437,2.724,0.173065644658589,2.724,0.173065644658589,1,2,1,1,1,0,0,3,33
6,4.256,1.42857142857143,4,NaN,21.6774193548387,0.686,0.0789498228467635,0.686,0.0789498228467635,1,2,1,1,1,0,0,3,34
6,3.237,0,2,NaN,21.3181818181818,2.626,0.0963576920903764,2.626,0.0963576920903764,1,2,1,0,1,0,0,3,35
6,3.172,0,2,NaN,21.2954545454545,2.924,0.395365505367789,2.924,0.395365505367789,1,2,1,1,0,0,0,3,36
6,2.823,1.42857142857143,1,NaN,22.7575757575758,NaN,NaN,0.218,0.796223314480425,1,2,1,0,1,0,0,3,37
6,3.27,0,1,NaN,21.8604651162791,2.213,0.117709459173896,2.213,0.117709459173896,1,2,1,0,1,0,0,3,38
6,3.531,0,2,NaN,23.0408163265306,1.34,0.0995949628442596,1.34,0.0995949628442596,1,2,1,1,1,0,0,3,40
6,3.151,1.42857142857143,1,NaN,23.780487804878,0.587,0.0767111510275877,0.587,0.0767111510275877,1,2,1,0,1,0,0,3,41
6,4.603,1.42857142857143,2,NaN,23.7042253521127,0.527,0.0580632489148218,0.527,0.0580632489148218,1,2,1,1,1,0,0,3,42
6,3.542,0,0,NaN,19.3921568627451,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,3,43
6,2.321,0,1,NaN,19.6666666666667,1.786,0.0601349785714062,1.786,0.0601349785714062,1,2,1,0,1,0,0,3,44
6,2.957,0,0,NaN,18.375,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,3,45
6,3.639,1.42857142857143,4,NaN,18.7826086956522,0.504,0.164866518561038,0.504,0.164866518561038,1,2,1,1,1,0,0,3,46
6,3.169,1.42857142857143,2,NaN,19.6428571428571,NaN,NaN,0.056,0.0926037858562972,1,2,1,1,1,0,0,3,47
