subject,RT,minnms,baselinenms,minretinalslip,baselineretinalslip,immobduration,immobmsamplitude,lastmstime,lastmsamplitude,contrast,eccentricity,mspresent,earlymspresent,latemspresent,blinkpresent,nblinks,session,trial
20,6.744,4.28571428571429,8,22,20.5922330097087,0.358,0.907472219519337,0.358,0.907472219519337,1,4,1,1,1,0,0,3,45
21,7.748,0,11,15.4,15.7391304347826,1.014,0.570547007463447,1.014,0.570547007463447,1,4,1,0,1,0,0,2,5
21,5.619,0,5,14.9333333333333,14.7209302325581,2.293,0.0517879646376857,2.293,0.0517879646376857,1,4,1,1,1,0,0,2,7
21,5.823,1.42857142857143,11,13.2307692307692,15.1066666666667,NaN,NaN,0.025,0.260135684828496,1,4,1,0,1,0,0,2,26
21,7.54,1.42857142857143,2,26.6923076923077,28.6535433070866,0.522,0.231296912608235,0.522,0.231296912608235,1,4,1,0,1,0,0,2,32
21,6.896,0,7,31.2666666666667,28.3392857142857,3.945,0.404290737683053,3.945,0.404290737683053,1,4,1,1,1,0,0,2,39
1,6.042,0,0,17.0666666666667,15.8910891089109,NaN,NaN,NaN,NaN,1,6,0,0,0,0,0,2,2
1,6.461,0,1,13.6,14.7314814814815,4.285,0.0881575821352015,4.285,0.0881575821352015,1,6,1,0,1,0,0,2,8
1,7.176,0,7,16.8,15.4403669724771,2.696,0.221309044240451,2.696,0.221309044240451,1,6,1,0,1,0,0,2,28
1,3.643,0,1,15.2666666666667,16.0196078431373,2.49,0.156229827267986,2.49,0.156229827267986,1,6,1,0,1,0,0,2,34
1,6.372,1.42857142857143,4,17.1818181818182,16.5436893203883,0.857,0.245565013380582,0.857,0.245565013380582,1,6,1,1,1,0,0,2,48
2,4.975,1.42857142857143,9,11.5,12.2380952380952,NaN,NaN,0.038,0.216223942750722,1,6,1,1,1,0,0,3,8
2,4.926,2.85714285714286,12,11.5,10.811320754717,NaN,NaN,0.029,0.161258380251694,1,6,1,0,1,0,0,3,11
2,6.071,5.71428571428571,26,15.1666666666667,14.7073170731707,0.352,0.347782262897054,0.352,0.347782262897054,1,6,1,1,1,1,1,3,40
2,7.389,4.28571428571429,21,13.3333333333333,13.8481012658228,0.338,0.589784749535295,0.338,0.589784749535295,1,6,1,1,1,1,0,3,43
2,4.003,1.42857142857143,8,12.3846153846154,11.1428571428571,NaN,NaN,0.099,0.12775351917978,1,6,1,1,1,1,1,3,49
3,3.419,0,0,21.7333333333333,24.469387755102,NaN,NaN,NaN,NaN,1,6,0,0,0,0,0,3,3
3,4.384,0,0,24.0666666666667,24.0294117647059,NaN,NaN,NaN,NaN,1,6,0,0,0,0,0,3,11
3,3.969,0,0,21.2,21.65,NaN,NaN,NaN,NaN,1,6,0,0,0,0,0,3,12
3,5.639,0,3,22.6,22.0581395348837,2.235,0.454845525587761,2.235,0.454845525587761,1,6,1,0,1,0,0,3,42
3,5.756,0,0,20.3333333333333,21.7708333333333,NaN,NaN,0.13,0.686261107651565,1,6,0,0,0,0,0,3,43
4,6.529,0,6,13.2,14.3030303030303,1.142,0.134602310435989,1.142,0.134602310435989,1,6,1,0,1,0,0,1,9
4,5.425,0,2,13.2142857142857,11.7619047619048,NaN,NaN,0.211,0.137977960690133,1,6,1,0,1,0,0,1,22
4,4.711,0,5,13.4666666666667,12.8307692307692,NaN,NaN,0.121,0.217445590282294,1,6,1,1,1,0,0,1,31
4,4.54,1.42857142857143,4,14.0769230769231,14.21875,0.797,0.305842516982533,0.797,0.305842516982533,1,6,1,0,1,0,0,1,37
4,3.895,0,2,11.0666666666667,12.8333333333333,1.025,0.139556273528828,1.025,0.139556273528828,1,6,1,0,1,0,0,1,50
5,5.362,0,2,11.7272727272727,10.955223880597,2.674,0.1137970990096,2.674,0.1137970990096,1,6,1,0,1,1,2,2,4
5,7.425,0,6,12.2,11.0824742268041,1.029,0.125819559885233,1.029,0.125819559885233,1,6,1,0,1,1,2,2,10
5,7.611,0,5,12.5333333333333,12.6759259259259,2.375,0.26598468678904,2.375,0.26598468678904,1,6,1,0,1,1,2,2,20
